scenario,metric,n,mean,median,stdev,ci95_halfwidth,ci95_lower,ci95_upper
wrong_trust_assignment,mission_success,0,,,,,,
wrong_trust_assignment,avg_response_time_s,0,,,,,,
wrong_trust_assignment,avg_formation_error,0,,,,,,
wrong_trust_assignment,unnecessary_avoidance_count,0,,,,,,
wrong_trust_assignment,missed_response_count,0,,,,,,
wrong_trust_assignment,wrong_decisions,0,,,,,,
wrong_trust_assignment,swarm_stability,0,,,,,,
wrong_trust_assignment,rmse_position_error,0,,,,,,
wrong_trust_assignment,velocity_estimation_error,0,,,,,,
wrong_trust_assignment,track_continuity,0,,,,,,
wrong_trust_assignment,track_fragmentation,0,,,,,,
wrong_trust_assignment,false_track_count,0,,,,,,
wrong_trust_assignment,missed_track_count,0,,,,,,
wrong_trust_assignment,track_confirmation_time_steps,0,,,,,,
wrong_trust_assignment,track_loss_duration_steps,0,,,,,,
wrong_trust_assignment,association_error_count,0,,,,,,
wrong_trust_assignment,average_covariance,0,,,,,,
wrong_trust_assignment,fusion_consistency_error,0,,,,,,
wrong_trust_assignment,messages_sent,0,,,,,,
wrong_trust_assignment,messages_dropped,0,,,,,,
wrong_trust_assignment,avg_message_delay_steps,0,,,,,,
wrong_trust_assignment,communication_load,0,,,,,,
