scenario,time_step,fusion_mode,fused_x,fused_y,fused_confidence,num_sources,source_track_ids
false_positive,139,no_fusion,49.9824,50.0419,0.936,1,r1_t11
false_positive,139,no_fusion,43.7748,40.1588,0.616,1,r2_t1
false_positive,139,no_fusion,47.8853,43.8432,0.729,1,r2_t2
false_positive,139,no_fusion,59.7325,43.2297,0.721,1,r2_t3
false_positive,139,no_fusion,50.0016,50.202,0.787,1,r2_t5
false_positive,139,no_fusion,41.3006,31.6409,0.6,1,r2_t10
false_positive,139,no_fusion,47.8643,44.3607,0.523,1,r3_t2
false_positive,139,no_fusion,53.4463,40.0583,0.721,1,r3_t3
false_positive,139,no_fusion,49.8662,50.0147,0.737,1,r3_t10
false_positive,140,no_fusion,48.1082,43.9529,0.788,1,r0_t1
false_positive,140,no_fusion,53.7891,40.4127,0.617,1,r0_t2
false_positive,140,no_fusion,49.724,49.9892,0.738,1,r0_t12
false_positive,140,no_fusion,44.3366,40.1537,0.788,1,r1_t1
false_positive,140,no_fusion,53.795,40.2098,0.735,1,r1_t2
false_positive,140,no_fusion,60.0708,44.1189,0.524,1,r1_t3
false_positive,140,no_fusion,49.9389,49.9396,0.935,1,r1_t11
false_positive,140,no_fusion,41.3006,31.6409,0.6,1,r2_t10
false_positive,140,no_fusion,44.0689,40.1406,0.617,1,r2_t1
false_positive,140,no_fusion,48.1869,43.6936,0.735,1,r2_t2
false_positive,140,no_fusion,60.0005,43.5127,0.721,1,r2_t3
false_positive,140,no_fusion,50.0468,50.1704,0.787,1,r2_t5
false_positive,140,no_fusion,48.219,44.4834,0.524,1,r3_t2
false_positive,140,no_fusion,53.6705,40.1837,0.721,1,r3_t3
false_positive,140,no_fusion,49.7962,49.9465,0.731,1,r3_t10
false_positive,141,no_fusion,48.4915,43.7775,0.794,1,r0_t1
false_positive,141,no_fusion,54.1227,40.5681,0.618,1,r0_t2
false_positive,141,no_fusion,49.7725,50.0023,0.747,1,r0_t12
false_positive,141,no_fusion,44.6686,40.1442,0.794,1,r1_t1
false_positive,141,no_fusion,54.3085,40.3403,0.74,1,r1_t2
false_positive,141,no_fusion,60.2543,44.3912,0.526,1,r1_t3
false_positive,141,no_fusion,49.9852,49.9272,0.934,1,r1_t11
false_positive,141,no_fusion,44.4793,40.1918,0.618,1,r2_t1
false_positive,141,no_fusion,48.5172,43.5361,0.74,1,r2_t2
false_positive,141,no_fusion,60.2459,43.7254,0.721,1,r2_t3
false_positive,141,no_fusion,50.0573,50.1881,0.787,1,r2_t5
false_positive,141,no_fusion,48.4624,44.0412,0.526,1,r3_t2
false_positive,141,no_fusion,54.214,40.33,0.721,1,r3_t3
false_positive,141,no_fusion,49.8031,49.8751,0.724,1,r3_t10
false_positive,142,no_fusion,48.8981,43.6746,0.798,1,r0_t1
false_positive,142,no_fusion,54.5422,40.5776,0.618,1,r0_t2
false_positive,142,no_fusion,50.0385,49.9702,0.756,1,r0_t12
false_positive,142,no_fusion,45.0326,40.2334,0.798,1,r1_t1
false_positive,142,no_fusion,54.5534,40.4926,0.745,1,r1_t2
false_positive,142,no_fusion,60.6006,44.5829,0.528,1,r1_t3
false_positive,142,no_fusion,49.9605,50.0069,0.933,1,r1_t11
false_positive,142,no_fusion,44.8418,40.2521,0.618,1,r2_t1
false_positive,142,no_fusion,48.8536,43.4821,0.745,1,r2_t2
false_positive,142,no_fusion,60.6464,44.1395,0.721,1,r2_t3
false_positive,142,no_fusion,50.0551,50.1919,0.786,1,r2_t5
false_positive,142,no_fusion,48.8926,43.7413,0.528,1,r3_t2
false_positive,142,no_fusion,54.5611,40.4963,0.721,1,r3_t3
false_positive,142,no_fusion,49.7411,50.0145,0.718,1,r3_t10
false_positive,143,no_fusion,49.3601,43.5513,0.801,1,r0_t1
false_positive,143,no_fusion,54.9202,40.7724,0.619,1,r0_t2
false_positive,143,no_fusion,50.0077,49.8874,0.764,1,r0_t12
false_positive,143,no_fusion,45.4137,40.2442,0.801,1,r1_t1
false_positive,143,no_fusion,55.024,40.644,0.75,1,r1_t2
false_positive,143,no_fusion,60.8327,44.7719,0.53,1,r1_t3
false_positive,143,no_fusion,49.9971,50.0541,0.933,1,r1_t11
false_positive,143,no_fusion,45.1822,40.2061,0.619,1,r2_t1
false_positive,143,no_fusion,49.3138,43.3526,0.75,1,r2_t2
false_positive,143,no_fusion,60.8491,44.3594,0.721,1,r2_t3
false_positive,143,no_fusion,50.0935,50.2377,0.785,1,r2_t5
false_positive,143,no_fusion,49.2966,43.5547,0.53,1,r3_t2
false_positive,143,no_fusion,54.9496,40.7829,0.721,1,r3_t3
false_positive,143,no_fusion,49.8697,50.0519,0.711,1,r3_t10
false_positive,144,no_fusion,49.7086,43.4319,0.803,1,r0_t1
false_positive,144,no_fusion,55.2578,40.9619,0.62,1,r0_t2
false_positive,144,no_fusion,50.0278,49.9576,0.771,1,r0_t12
false_positive,144,no_fusion,45.8372,40.239,0.803,1,r1_t1
false_positive,144,no_fusion,55.4012,40.8346,0.755,1,r1_t2
false_positive,144,no_fusion,61.0836,44.8824,0.531,1,r1_t3
false_positive,144,no_fusion,49.9352,50.0431,0.932,1,r1_t11
false_positive,144,no_fusion,45.6073,40.2051,0.62,1,r2_t1
false_positive,144,no_fusion,49.6725,43.1815,0.755,1,r2_t2
false_positive,144,no_fusion,61.1968,44.7679,0.721,1,r2_t3
false_positive,144,no_fusion,50.1888,50.2952,0.783,1,r2_t5
false_positive,144,no_fusion,49.7409,43.3169,0.531,1,r3_t2
false_positive,144,no_fusion,55.402,41.0435,0.721,1,r3_t3
false_positive,144,no_fusion,49.8206,50.1823,0.703,1,r3_t10
false_positive,145,no_fusion,50.1292,43.2277,0.805,1,r0_t1
false_positive,145,no_fusion,55.6613,40.9462,0.621,1,r0_t2
false_positive,145,no_fusion,49.925,50.0508,0.779,1,r0_t12
false_positive,145,no_fusion,46.28,40.2643,0.805,1,r1_t1
false_positive,145,no_fusion,55.7859,41.01,0.759,1,r1_t2
false_positive,145,no_fusion,61.4496,45.2349,0.533,1,r1_t3
false_positive,145,no_fusion,49.9103,50.0279,0.931,1,r1_t11
false_positive,145,no_fusion,46.121,40.2819,0.621,1,r2_t1
false_positive,145,no_fusion,50.0777,43.0294,0.759,1,r2_t2
false_positive,145,no_fusion,61.5417,44.9364,0.721,1,r2_t3
false_positive,145,no_fusion,50.008,50.2407,0.781,1,r2_t5
false_positive,145,no_fusion,50.1594,43.1234,0.533,1,r3_t2
false_positive,145,no_fusion,55.7562,41.2265,0.721,1,r3_t3
false_positive,145,no_fusion,49.8746,50.1669,0.696,1,r3_t10
false_positive,146,no_fusion,50.5595,43.1501,0.806,1,r0_t1
false_positive,146,no_fusion,55.9894,41.1384,0.622,1,r0_t2
false_positive,146,no_fusion,49.8141,49.9841,0.785,1,r0_t12
false_positive,146,no_fusion,46.4538,40.1424,0.806,1,r1_t1
false_positive,146,no_fusion,56.0763,41.2598,0.763,1,r1_t2
false_positive,146,no_fusion,61.7978,45.5473,0.535,1,r1_t3
false_positive,146,no_fusion,49.9123,50.1009,0.929,1,r1_t11
false_positive,146,no_fusion,46.5268,40.2769,0.622,1,r2_t1
false_positive,146,no_fusion,50.4648,42.9792,0.763,1,r2_t2
false_positive,146,no_fusion,61.8081,45.1904,0.721,1,r2_t3
false_positive,146,no_fusion,49.9909,50.1437,0.78,1,r2_t5
false_positive,146,no_fusion,50.5554,43.0127,0.535,1,r3_t2
false_positive,146,no_fusion,56.1797,41.4333,0.721,1,r3_t3
false_positive,146,no_fusion,49.9672,50.1635,0.688,1,r3_t10
false_positive,147,no_fusion,50.9301,43.0225,0.807,1,r0_t1
false_positive,147,no_fusion,56.3983,41.3732,0.623,1,r0_t2
false_positive,147,no_fusion,49.9396,50.0367,0.79,1,r0_t12
false_positive,147,no_fusion,46.8929,40.1447,0.807,1,r1_t1
false_positive,147,no_fusion,56.3938,41.3466,0.767,1,r1_t2
false_positive,147,no_fusion,62.1057,45.7202,0.536,1,r1_t3
false_positive,147,no_fusion,49.9385,50.1386,0.927,1,r1_t11
false_positive,147,no_fusion,55.5198,55.2077,0.6,1,r1_t15
false_positive,147,no_fusion,46.9244,40.1256,0.623,1,r2_t1
false_positive,147,no_fusion,50.8241,43.0008,0.767,1,r2_t2
false_positive,147,no_fusion,62.1907,45.4683,0.721,1,r2_t3
false_positive,147,no_fusion,49.9202,49.9515,0.777,1,r2_t5
false_positive,147,no_fusion,50.9839,42.844,0.536,1,r3_t2
false_positive,147,no_fusion,56.5652,41.5744,0.721,1,r3_t3
false_positive,147,no_fusion,50.0028,50.1514,0.68,1,r3_t10
false_positive,147,no_fusion,55.4631,52.3083,0.6,1,r3_t16
false_positive,148,no_fusion,51.2072,42.9457,0.812,1,r0_t1
false_positive,148,no_fusion,56.7477,41.6269,0.624,1,r0_t2
false_positive,148,no_fusion,49.9582,49.9905,0.796,1,r0_t12
false_positive,148,no_fusion,47.2819,40.1623,0.812,1,r1_t1
false_positive,148,no_fusion,56.6769,41.5882,0.772,1,r1_t2
false_positive,148,no_fusion,62.5114,45.8145,0.534,1,r1_t3
false_positive,148,no_fusion,49.9515,50.0612,0.919,1,r1_t11
false_positive,148,no_fusion,55.5198,55.2077,0.6,1,r1_t15
false_positive,148,no_fusion,47.2484,40.1002,0.624,1,r2_t1
false_positive,148,no_fusion,51.142,42.9991,0.772,1,r2_t2
false_positive,148,no_fusion,62.5546,45.7088,0.721,1,r2_t3
false_positive,148,no_fusion,49.9293,50.0421,0.775,1,r2_t5
false_positive,148,no_fusion,51.3972,42.9472,0.534,1,r3_t2
false_positive,148,no_fusion,56.8755,41.7546,0.721,1,r3_t3
false_positive,148,no_fusion,49.9149,50.1338,0.669,1,r3_t10
false_positive,148,no_fusion,55.4631,52.3083,0.6,1,r3_t16
false_positive,148,no_fusion,71.7958,40.1631,0.6,1,r3_t17
false_positive,149,no_fusion,51.6201,42.8725,0.812,1,r0_t1
false_positive,149,no_fusion,57.1133,41.9424,0.624,1,r0_t2
false_positive,149,no_fusion,49.8675,50.0942,0.8,1,r0_t12
false_positive,149,no_fusion,47.7076,40.1571,0.812,1,r1_t1
false_positive,149,no_fusion,57.0384,41.7754,0.775,1,r1_t2
false_positive,149,no_fusion,62.6403,46.024,0.54,1,r1_t3
false_positive,149,no_fusion,49.9656,50.035,0.916,1,r1_t11
false_positive,149,no_fusion,55.5198,55.2077,0.6,1,r1_t15
false_positive,149,no_fusion,47.7214,40.2831,0.624,1,r2_t1
false_positive,149,no_fusion,51.6641,42.8776,0.775,1,r2_t2
false_positive,149,no_fusion,62.8905,46.0182,0.723,1,r2_t3
false_positive,149,no_fusion,49.9898,49.9639,0.772,1,r2_t5
false_positive,149,no_fusion,51.7503,42.9617,0.54,1,r3_t2
false_positive,149,no_fusion,57.1583,41.9644,0.723,1,r3_t3
false_positive,149,no_fusion,49.92,50.1501,0.667,1,r3_t10
false_positive,149,no_fusion,55.4631,52.3083,0.6,1,r3_t16
false_positive,149,no_fusion,71.7958,40.1631,0.6,1,r3_t17
false_positive,150,no_fusion,52.0187,42.772,0.813,1,r0_t1
false_positive,150,no_fusion,57.3826,42.1197,0.625,1,r0_t2
false_positive,150,no_fusion,49.9237,50.1104,0.805,1,r0_t12
false_positive,150,no_fusion,48.1939,40.2453,0.813,1,r1_t1
false_positive,150,no_fusion,57.2007,42.0731,0.779,1,r1_t2
false_positive,150,no_fusion,62.9297,46.3604,0.541,1,r1_t3
false_positive,150,no_fusion,49.9879,49.9341,0.913,1,r1_t11
false_positive,150,no_fusion,55.5198,55.2077,0.6,1,r1_t15
false_positive,150,no_fusion,48.2324,40.2715,0.625,1,r2_t1
false_positive,150,no_fusion,52.1311,42.8052,0.779,1,r2_t2
false_positive,150,no_fusion,63.1375,46.2278,0.723,1,r2_t3
false_positive,150,no_fusion,50.1848,50.0079,0.768,1,r2_t5
false_positive,150,no_fusion,52.0668,43.0257,0.541,1,r3_t2
false_positive,150,no_fusion,57.569,42.1413,0.723,1,r3_t3
false_positive,150,no_fusion,49.9515,50.1315,0.659,1,r3_t10
false_positive,150,no_fusion,55.4631,52.3083,0.6,1,r3_t16
false_positive,150,no_fusion,71.7958,40.1631,0.6,1,r3_t17
false_positive,151,no_fusion,52.263,42.7309,0.813,1,r0_t1
false_positive,151,no_fusion,57.8303,42.3913,0.626,1,r0_t2
false_positive,151,no_fusion,49.9429,50.1481,0.808,1,r0_t12
false_positive,151,no_fusion,55.5198,55.2077,0.6,1,r1_t15
false_positive,151,no_fusion,48.5583,40.321,0.813,1,r1_t1
false_positive,151,no_fusion,57.7609,42.2584,0.782,1,r1_t2
false_positive,151,no_fusion,63.1166,46.6259,0.542,1,r1_t3
false_positive,151,no_fusion,49.9512,49.8653,0.91,1,r1_t11
false_positive,151,no_fusion,48.6819,40.2419,0.626,1,r2_t1
false_positive,151,no_fusion,52.4876,42.928,0.782,1,r2_t2
false_positive,151,no_fusion,63.5008,46.5954,0.723,1,r2_t3
false_positive,151,no_fusion,50.0167,49.9454,0.764,1,r2_t5
false_positive,151,no_fusion,55.4631,52.3083,0.6,1,r3_t16
false_positive,151,no_fusion,52.4373,43.0094,0.542,1,r3_t2
false_positive,151,no_fusion,57.9187,42.3088,0.723,1,r3_t3
false_positive,151,no_fusion,50.0382,50.0131,0.65,1,r3_t10
false_positive,151,no_fusion,71.7958,40.1631,0.6,1,r3_t17
false_positive,152,no_fusion,52.6394,42.7754,0.812,1,r0_t1
false_positive,152,no_fusion,58.1913,42.523,0.627,1,r0_t2
false_positive,152,no_fusion,49.9846,50.1027,0.812,1,r0_t12
false_positive,152,no_fusion,48.944,40.3979,0.812,1,r1_t1
false_positive,152,no_fusion,57.9607,42.5992,0.785,1,r1_t2
false_positive,152,no_fusion,63.5163,46.7091,0.544,1,r1_t3
false_positive,152,no_fusion,49.9865,49.776,0.906,1,r1_t11
false_positive,152,no_fusion,49.0895,40.3968,0.627,1,r2_t1
false_positive,152,no_fusion,52.8308,43.0229,0.785,1,r2_t2
false_positive,152,no_fusion,63.7447,46.9289,0.723,1,r2_t3
false_positive,152,no_fusion,50.0683,50.0822,0.76,1,r2_t5
false_positive,152,no_fusion,64.4792,36.9963,0.6,1,r2_t11
false_positive,152,no_fusion,71.7958,40.1631,0.6,1,r3_t17
false_positive,152,no_fusion,52.8101,43.0454,0.544,1,r3_t2
false_positive,152,no_fusion,58.215,42.4989,0.723,1,r3_t3
false_positive,152,no_fusion,50.0479,49.932,0.641,1,r3_t10
false_positive,153,no_fusion,53.0367,42.8442,0.811,1,r0_t1
false_positive,153,no_fusion,58.4379,42.7689,0.633,1,r0_t2
false_positive,153,no_fusion,49.9501,50.1317,0.814,1,r0_t12
false_positive,153,no_fusion,49.3707,40.357,0.811,1,r1_t1
false_positive,153,no_fusion,58.2841,42.8402,0.796,1,r1_t2
false_positive,153,no_fusion,63.8067,47.0428,0.545,1,r1_t3
false_positive,153,no_fusion,50.0693,49.8017,0.902,1,r1_t11
false_positive,153,no_fusion,49.5134,40.2823,0.633,1,r2_t1
false_positive,153,no_fusion,53.2653,43.112,0.796,1,r2_t2
false_positive,153,no_fusion,64.1746,47.1919,0.72,1,r2_t3
false_positive,153,no_fusion,50.1044,50.0616,0.766,1,r2_t5
false_positive,153,no_fusion,64.4792,36.9963,0.6,1,r2_t11
false_positive,153,no_fusion,53.2846,43.0682,0.545,1,r3_t2
false_positive,153,no_fusion,58.5752,42.7699,0.72,1,r3_t3
false_positive,153,no_fusion,49.9924,49.8853,0.633,1,r3_t10
false_positive,154,no_fusion,53.5418,42.9584,0.811,1,r0_t1
false_positive,154,no_fusion,58.7065,42.9568,0.634,1,r0_t2
false_positive,154,no_fusion,49.9178,50.0795,0.816,1,r0_t12
false_positive,154,no_fusion,52.1482,46.4372,0.6,1,r0_t15
false_positive,154,no_fusion,49.8629,40.3824,0.811,1,r1_t1
false_positive,154,no_fusion,58.5946,43.0883,0.799,1,r1_t2
false_positive,154,no_fusion,64.1661,47.2895,0.546,1,r1_t3
false_positive,154,no_fusion,50.107,49.8821,0.898,1,r1_t11
false_positive,154,no_fusion,49.8866,40.2974,0.634,1,r2_t1
false_positive,154,no_fusion,53.6854,43.1558,0.799,1,r2_t2
false_positive,154,no_fusion,64.234,47.4608,0.721,1,r2_t3
false_positive,154,no_fusion,50.0547,50.0358,0.761,1,r2_t5
false_positive,154,no_fusion,64.4792,36.9963,0.6,1,r2_t11
false_positive,154,no_fusion,53.768,43.0999,0.546,1,r3_t2
false_positive,154,no_fusion,58.8298,42.9688,0.721,1,r3_t3
false_positive,154,no_fusion,50.0153,49.7906,0.624,1,r3_t10
false_positive,155,no_fusion,53.9357,43.0876,0.8,1,r0_t1
false_positive,155,no_fusion,59.0424,43.2778,0.627,1,r0_t2
false_positive,155,no_fusion,49.9323,50.081,0.807,1,r0_t12
false_positive,155,no_fusion,52.1482,46.4372,0.6,1,r0_t15
false_positive,155,no_fusion,50.2726,40.3618,0.8,1,r1_t1
false_positive,155,no_fusion,58.9944,43.3822,0.802,1,r1_t2
false_positive,155,no_fusion,64.6017,47.5034,0.547,1,r1_t3
false_positive,155,no_fusion,50.062,49.8323,0.893,1,r1_t11
false_positive,155,no_fusion,50.2874,40.208,0.627,1,r2_t1
false_positive,155,no_fusion,54.115,43.1891,0.802,1,r2_t2
false_positive,155,no_fusion,64.5161,47.8361,0.721,1,r2_t3
false_positive,155,no_fusion,50.0626,49.9653,0.756,1,r2_t5
false_positive,155,no_fusion,64.4792,36.9963,0.6,1,r2_t11
false_positive,155,no_fusion,54.1398,43.3534,0.547,1,r3_t2
false_positive,155,no_fusion,59.1109,43.2047,0.721,1,r3_t3
false_positive,155,no_fusion,50.0274,49.8899,0.615,1,r3_t10
false_positive,156,no_fusion,54.3075,43.2224,0.799,1,r0_t1
false_positive,156,no_fusion,59.3888,43.4896,0.627,1,r0_t2
false_positive,156,no_fusion,50.0172,50.0912,0.808,1,r0_t12
false_positive,156,no_fusion,52.1482,46.4372,0.6,1,r0_t15
false_positive,156,no_fusion,50.6147,40.3876,0.799,1,r1_t1
false_positive,156,no_fusion,59.3223,43.6775,0.804,1,r1_t2
false_positive,156,no_fusion,64.9952,47.9048,0.549,1,r1_t3
false_positive,156,no_fusion,50.0441,49.7854,0.889,1,r1_t11
false_positive,156,no_fusion,64.4792,36.9963,0.6,1,r2_t11
false_positive,156,no_fusion,50.6815,40.2985,0.627,1,r2_t1
false_positive,156,no_fusion,54.509,43.2919,0.804,1,r2_t2
false_positive,156,no_fusion,64.7379,48.0364,0.721,1,r2_t3
false_positive,156,no_fusion,50.0024,49.8896,0.751,1,r2_t5
false_positive,156,no_fusion,54.5699,43.386,0.549,1,r3_t2
false_positive,156,no_fusion,59.3272,43.4452,0.721,1,r3_t3
false_positive,156,no_fusion,49.9734,49.8991,0.605,1,r3_t10
false_positive,157,no_fusion,54.8127,43.3756,0.798,1,r0_t1
false_positive,157,no_fusion,59.7561,43.7158,0.627,1,r0_t2
false_positive,157,no_fusion,50.0451,50.0902,0.809,1,r0_t12
false_positive,157,no_fusion,52.1482,46.4372,0.6,1,r0_t15
false_positive,157,no_fusion,50.9479,40.3443,0.798,1,r1_t1
false_positive,157,no_fusion,59.6317,43.9371,0.806,1,r1_t2
false_positive,157,no_fusion,65.2513,48.2564,0.551,1,r1_t3
false_positive,157,no_fusion,50.1596,49.7785,0.884,1,r1_t11
false_positive,157,no_fusion,51.1019,40.3463,0.627,1,r2_t1
false_positive,157,no_fusion,54.9312,43.3967,0.806,1,r2_t2
false_positive,157,no_fusion,64.9636,48.2679,0.722,1,r2_t3
false_positive,157,no_fusion,49.9699,49.8205,0.746,1,r2_t5
false_positive,157,no_fusion,52.6269,31.6093,0.6,1,r2_t12
false_positive,157,no_fusion,54.89,43.5114,0.551,1,r3_t2
false_positive,157,no_fusion,59.7142,43.6881,0.722,1,r3_t3
false_positive,157,no_fusion,50.134,49.8494,0.598,1,r3_t10
false_positive,158,no_fusion,52.1482,46.4372,0.6,1,r0_t15
false_positive,158,no_fusion,55.2026,43.5427,0.797,1,r0_t1
false_positive,158,no_fusion,60.0357,43.9012,0.629,1,r0_t2
false_positive,158,no_fusion,49.981,50.0962,0.81,1,r0_t12
false_positive,158,no_fusion,51.4843,40.4782,0.797,1,r1_t1
false_positive,158,no_fusion,59.8565,44.1739,0.811,1,r1_t2
false_positive,158,no_fusion,65.5338,48.7122,0.552,1,r1_t3
false_positive,158,no_fusion,50.2636,49.813,0.878,1,r1_t11
false_positive,158,no_fusion,51.5066,40.4302,0.629,1,r2_t1
false_positive,158,no_fusion,55.3505,43.5212,0.811,1,r2_t2
false_positive,158,no_fusion,65.2973,48.7719,0.721,1,r2_t3
false_positive,158,no_fusion,50.0455,49.947,0.744,1,r2_t5
false_positive,158,no_fusion,52.6269,31.6093,0.6,1,r2_t12
false_positive,158,no_fusion,66.2806,35.4758,0.6,1,r2_t13
false_positive,158,no_fusion,55.1593,43.6102,0.552,1,r3_t2
false_positive,158,no_fusion,59.9992,44.024,0.721,1,r3_t3
false_positive,158,no_fusion,50.1049,49.6432,0.588,1,r3_t10
false_positive,159,no_fusion,55.7231,43.7919,0.796,1,r0_t1
false_positive,159,no_fusion,60.2961,44.1835,0.632,1,r0_t2
false_positive,159,no_fusion,50.018,50.0751,0.81,1,r0_t12
false_positive,159,no_fusion,51.9181,40.4012,0.796,1,r1_t1
false_positive,159,no_fusion,60.1439,44.4354,0.818,1,r1_t2
false_positive,159,no_fusion,65.7797,49.0916,0.554,1,r1_t3
false_positive,159,no_fusion,50.3068,49.8352,0.872,1,r1_t11
false_positive,159,no_fusion,51.891,40.509,0.632,1,r2_t1
false_positive,159,no_fusion,55.7077,43.6297,0.818,1,r2_t2
false_positive,159,no_fusion,65.5013,49.153,0.72,1,r2_t3
false_positive,159,no_fusion,50.1732,49.9951,0.745,1,r2_t5
false_positive,159,no_fusion,52.6269,31.6093,0.6,1,r2_t12
false_positive,159,no_fusion,66.2806,35.4758,0.6,1,r2_t13
false_positive,159,no_fusion,55.6805,43.7546,0.554,1,r3_t2
false_positive,159,no_fusion,60.3953,44.1973,0.72,1,r3_t3
false_positive,159,no_fusion,50.091,49.5581,0.58,1,r3_t10
false_positive,160,no_fusion,56.071,43.945,0.794,1,r0_t1
false_positive,160,no_fusion,60.5428,44.5602,0.632,1,r0_t2
false_positive,160,no_fusion,50.0723,50.1334,0.81,1,r0_t12
false_positive,160,no_fusion,52.3228,40.3944,0.794,1,r1_t1
false_positive,160,no_fusion,60.477,44.6892,0.82,1,r1_t2
false_positive,160,no_fusion,66.1314,49.4164,0.556,1,r1_t3
false_positive,160,no_fusion,50.3801,49.8423,0.866,1,r1_t11
false_positive,160,no_fusion,52.2898,40.4687,0.632,1,r2_t1
false_positive,160,no_fusion,56.0395,43.7844,0.82,1,r2_t2
false_positive,160,no_fusion,65.7698,49.483,0.721,1,r2_t3
false_positive,160,no_fusion,50.1174,49.9272,0.739,1,r2_t5
false_positive,160,no_fusion,52.6269,31.6093,0.6,1,r2_t12
false_positive,160,no_fusion,66.2806,35.4758,0.6,1,r2_t13
false_positive,160,no_fusion,55.9015,43.8376,0.556,1,r3_t2
false_positive,160,no_fusion,60.5699,44.5064,0.721,1,r3_t3
false_positive,160,no_fusion,50.1486,49.4516,0.572,1,r3_t10
false_positive,161,no_fusion,56.4626,44.0777,0.793,1,r0_t1
false_positive,161,no_fusion,60.7648,44.9276,0.631,1,r0_t2
false_positive,161,no_fusion,50.0689,50.0762,0.81,1,r0_t12
false_positive,161,no_fusion,52.7245,40.5558,0.793,1,r1_t1
false_positive,161,no_fusion,60.7863,44.9715,0.822,1,r1_t2
false_positive,161,no_fusion,66.3998,49.698,0.558,1,r1_t3
false_positive,161,no_fusion,50.2759,49.7749,0.86,1,r1_t11
false_positive,161,no_fusion,52.6269,31.6093,0.6,1,r2_t12
false_positive,161,no_fusion,52.6834,40.4212,0.631,1,r2_t1
false_positive,161,no_fusion,56.4373,43.9655,0.822,1,r2_t2
false_positive,161,no_fusion,66.1084,49.8728,0.722,1,r2_t3
false_positive,161,no_fusion,50.0899,49.995,0.732,1,r2_t5
false_positive,161,no_fusion,66.2806,35.4758,0.6,1,r2_t13
false_positive,161,no_fusion,56.2233,44.0348,0.558,1,r3_t2
false_positive,161,no_fusion,60.958,44.8622,0.722,1,r3_t3
false_positive,161,no_fusion,50.1403,49.5075,0.564,1,r3_t10
false_positive,162,no_fusion,56.8728,44.3412,0.791,1,r0_t1
false_positive,162,no_fusion,60.9284,45.1816,0.631,1,r0_t2
false_positive,162,no_fusion,49.9876,50.0022,0.809,1,r0_t12
false_positive,162,no_fusion,53.1773,40.6479,0.791,1,r1_t1
false_positive,162,no_fusion,61.1884,45.4049,0.823,1,r1_t2
false_positive,162,no_fusion,66.5546,49.934,0.559,1,r1_t3
false_positive,162,no_fusion,50.1342,49.8236,0.854,1,r1_t11
false_positive,162,no_fusion,66.2806,35.4758,0.6,1,r2_t13
false_positive,162,no_fusion,53.1334,40.3885,0.631,1,r2_t1
false_positive,162,no_fusion,56.7893,44.1124,0.823,1,r2_t2
false_positive,162,no_fusion,66.4417,50.2021,0.722,1,r2_t3
false_positive,162,no_fusion,50.1125,49.9952,0.726,1,r2_t5
false_positive,162,no_fusion,56.6394,44.1833,0.559,1,r3_t2
false_positive,162,no_fusion,61.047,45.194,0.722,1,r3_t3
false_positive,162,no_fusion,50.1551,49.7201,0.555,1,r3_t10
false_positive,163,no_fusion,57.2348,44.513,0.79,1,r0_t1
false_positive,163,no_fusion,61.2606,45.563,0.63,1,r0_t2
false_positive,163,no_fusion,49.9492,49.9548,0.807,1,r0_t12
false_positive,163,no_fusion,53.614,40.845,0.79,1,r1_t1
false_positive,163,no_fusion,61.3797,45.6668,0.825,1,r1_t2
false_positive,163,no_fusion,66.8013,49.9749,0.561,1,r1_t3
false_positive,163,no_fusion,50.0776,49.9093,0.848,1,r1_t11
false_positive,163,no_fusion,53.3872,40.5171,0.63,1,r2_t1
false_positive,163,no_fusion,57.1553,44.3426,0.825,1,r2_t2
false_positive,163,no_fusion,66.7136,50.3602,0.723,1,r2_t3
false_positive,163,no_fusion,50.1302,50.0897,0.718,1,r2_t5
false_positive,163,no_fusion,57.1304,44.2838,0.561,1,r3_t2
false_positive,163,no_fusion,61.4007,45.5986,0.723,1,r3_t3
false_positive,163,no_fusion,50.2807,49.6146,0.546,1,r3_t10
false_positive,164,no_fusion,57.631,44.7969,0.788,1,r0_t1
false_positive,164,no_fusion,61.6238,45.8941,0.63,1,r0_t2
false_positive,164,no_fusion,49.6618,49.8913,0.806,1,r0_t12
false_positive,164,no_fusion,53.9584,40.9355,0.788,1,r1_t1
false_positive,164,no_fusion,61.7258,45.999,0.826,1,r1_t2
false_positive,164,no_fusion,66.7902,50.3742,0.562,1,r1_t3
false_positive,164,no_fusion,50.0882,49.9074,0.842,1,r1_t11
false_positive,164,no_fusion,53.8789,40.7534,0.63,1,r2_t1
false_positive,164,no_fusion,57.5528,44.4735,0.826,1,r2_t2
false_positive,164,no_fusion,66.7851,50.7729,0.723,1,r2_t3
false_positive,164,no_fusion,50.2851,50.1684,0.711,1,r2_t5
false_positive,164,no_fusion,57.4147,44.4756,0.562,1,r3_t2
false_positive,164,no_fusion,61.6073,45.8071,0.723,1,r3_t3
false_positive,164,no_fusion,50.2277,49.759,0.537,1,r3_t10
false_positive,164,no_fusion,78.8911,45.5957,0.6,1,r3_t18
false_positive,165,no_fusion,57.924,44.9665,0.787,1,r0_t1
false_positive,165,no_fusion,61.9592,46.1996,0.63,1,r0_t2
false_positive,165,no_fusion,49.8326,49.9069,0.805,1,r0_t12
false_positive,165,no_fusion,54.3258,41.051,0.787,1,r1_t1
