scenario,metric,n,mean,median,stdev,ci95_halfwidth,ci95_lower,ci95_upper
high_latency,missed_response_count,20,4.7,5.0,2.13,0.9335,3.7665,5.6335
high_latency,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
high_latency,wrong_decisions,20,4.7,5.0,2.13,0.9335,3.7665,5.6335
high_latency,swarm_stability,20,7.6048,7.5359,0.2196,0.0963,7.5085,7.701
high_latency,rmse_position_error,20,0.8203,0.779,0.1485,0.0651,0.7552,0.8854
high_latency,velocity_rmse,20,0.127,0.1207,0.0213,0.0093,0.1177,0.1364
high_latency,track_continuity,20,0.3443,0.3442,0.0019,0.0008,0.3434,0.3451
high_latency,track_fragmentation,20,5.3,5.0,2.0545,0.9004,4.3996,6.2004
high_latency,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
high_latency,missed_detections,20,93.6,93.0,2.1861,0.9581,92.6419,94.5581
high_latency,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
high_latency,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
high_latency,track_confirmation_time_steps,20,2.533,2.5476,0.4076,0.1786,2.3544,2.7117
high_latency,track_loss_duration_steps,20,9.3662,9.7445,1.1354,0.4976,8.8686,9.8638
high_latency,average_track_lifetime_steps,20,55.6482,52.1111,10.1072,4.4297,51.2185,60.0779
high_latency,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
high_latency,average_covariance,20,3.5238,3.5559,0.4088,0.1792,3.3446,3.7029
high_latency,messages_sent,20,2079.9,2078.0,13.8788,6.0827,2073.8173,2085.9827
high_latency,messages_received,20,1563.5,1562.5,21.9461,9.6183,1553.8817,1573.1183
high_latency,messages_dropped,20,516.4,522.5,19.6774,8.624,507.776,525.024
high_latency,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
high_latency,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
high_latency,communication_load,20,4.402,4.4055,0.0113,0.005,4.397,4.4069
high_latency,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
high_latency,avg_recovery_time_steps,0,,,,,,
high_dropout,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
high_dropout,total_near_misses,20,90.35,91.0,20.5996,9.0282,81.3218,99.3782
high_dropout,collision_risk_count,20,118.2,119.0,15.8665,6.9538,111.2462,125.1538
high_dropout,minimum_separation,0,,,,,,
high_dropout,mission_success,20,0,0.0,0.0,0.0,0.0,0.0
high_dropout,mission_completion_time_s,0,,,,,,
high_dropout,avg_response_time_s,20,8.7396,8.456,2.5277,1.1078,7.6318,9.8474
high_dropout,formation_error_rmse,20,3.4226,3.3492,0.4937,0.2164,3.2062,3.639
high_dropout,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
high_dropout,missed_response_count,20,214.5,216.5,45.1075,19.7692,194.7308,234.2692
high_dropout,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
high_dropout,wrong_decisions,20,214.5,216.5,45.1075,19.7692,194.7308,234.2692
high_dropout,swarm_stability,20,0.6648,0.544,0.3165,0.1387,0.5261,0.8035
high_dropout,rmse_position_error,20,0.7911,0.6226,0.4605,0.2018,0.5893,0.9929
high_dropout,velocity_rmse,20,0.1643,0.1101,0.1793,0.0786,0.0857,0.2429
high_dropout,track_continuity,20,0.0207,0.0219,0.0068,0.003,0.0178,0.0237
high_dropout,track_fragmentation,20,4.2,4.5,1.9628,0.8602,3.3398,5.0602
high_dropout,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
high_dropout,missed_detections,20,409.7,409.0,9.9,4.3389,405.3611,414.0389
high_dropout,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
high_dropout,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
high_dropout,track_confirmation_time_steps,1,2,2,0.0,0.0,2.0,2.0
high_dropout,track_loss_duration_steps,20,37.4258,34.1667,8.9406,3.9184,33.5075,41.3442
high_dropout,average_track_lifetime_steps,20,4.0949,4.0,0.1559,0.0683,4.0266,4.1633
high_dropout,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
high_dropout,average_covariance,20,59.5536,61.357,2.9416,1.2892,58.2644,60.8428
high_dropout,messages_sent,20,86,88.0,32.0132,14.0304,71.9696,100.0304
high_dropout,messages_received,20,46.9,47.0,19.5715,8.5776,38.3224,55.4776
high_dropout,messages_dropped,20,39.1,41.0,12.8837,5.6465,33.4535,44.7465
high_dropout,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
high_dropout,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
high_dropout,communication_load,20,2.1784,2.1532,0.1561,0.0684,2.11,2.2468
high_dropout,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
high_dropout,avg_recovery_time_steps,0,,,,,,
simultaneous_sensor_failures,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
simultaneous_sensor_failures,total_near_misses,20,102.15,102.0,9.9275,4.3509,97.7991,106.5009
simultaneous_sensor_failures,collision_risk_count,20,154.45,158.5,20.3741,8.9293,145.5207,163.3793
simultaneous_sensor_failures,minimum_separation,0,,,,,,
simultaneous_sensor_failures,mission_success,20,0,0.0,0.0,0.0,0.0,0.0
simultaneous_sensor_failures,mission_completion_time_s,0,,,,,,
simultaneous_sensor_failures,avg_response_time_s,20,25.0511,24.529,3.8721,1.697,23.354,26.7481
simultaneous_sensor_failures,formation_error_rmse,20,3.1215,3.1027,0.1652,0.0724,3.0492,3.1939
simultaneous_sensor_failures,unnecessary_avoidance_count,20,67.8,68.0,8.3704,3.6685,64.1315,71.4685
simultaneous_sensor_failures,missed_response_count,20,290.15,301.5,38.169,16.7283,273.4217,306.8783
simultaneous_sensor_failures,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
simultaneous_sensor_failures,wrong_decisions,20,357.95,362.0,37.0511,16.2384,341.7116,374.1884
simultaneous_sensor_failures,swarm_stability,20,0.3762,0.3495,0.0782,0.0343,0.342,0.4105
simultaneous_sensor_failures,rmse_position_error,17,0.611,0.6277,0.3692,0.1755,0.4355,0.7865
simultaneous_sensor_failures,velocity_rmse,17,0.091,0.0897,0.046,0.0219,0.0691,0.1128
simultaneous_sensor_failures,track_continuity,20,0.0048,0.004,0.0036,0.0016,0.0032,0.0064
simultaneous_sensor_failures,track_fragmentation,20,0.4,0.0,0.6806,0.2983,0.1017,0.6983
simultaneous_sensor_failures,false_detections,20,72.9,74.5,8.1299,3.5631,69.3369,76.4631
simultaneous_sensor_failures,missed_detections,20,400.75,400.0,2.9357,1.2866,399.4634,402.0366
simultaneous_sensor_failures,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
simultaneous_sensor_failures,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
simultaneous_sensor_failures,track_confirmation_time_steps,0,,,,,,
simultaneous_sensor_failures,track_loss_duration_steps,20,78.2954,79.7,19.0086,8.3309,69.9645,86.6263
simultaneous_sensor_failures,average_track_lifetime_steps,17,4.0588,4,0.2425,0.1153,3.9435,4.1741
simultaneous_sensor_failures,association_errors,20,0.25,0.0,0.4443,0.1947,0.0553,0.4447
simultaneous_sensor_failures,average_covariance,17,58.7169,61.357,6.5519,3.1146,55.6023,61.8314
simultaneous_sensor_failures,messages_sent,20,17.8,15.0,13.2966,5.8275,11.9725,23.6275
simultaneous_sensor_failures,messages_received,20,8.9,7.5,6.6483,2.9137,5.9863,11.8137
simultaneous_sensor_failures,messages_dropped,20,8.9,7.5,6.6483,2.9137,5.9863,11.8137
simultaneous_sensor_failures,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
simultaneous_sensor_failures,avg_message_delay_steps,17,2,2,0.0,0.0,2.0,2.0
simultaneous_sensor_failures,communication_load,17,2,2,0.0,0.0,2.0,2.0
simultaneous_sensor_failures,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
simultaneous_sensor_failures,avg_recovery_time_steps,0,,,,,,
target_crossing,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
target_crossing,total_near_misses,20,58,58.5,8.8079,3.8602,54.1398,61.8602
target_crossing,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
target_crossing,minimum_separation,0,,,,,,
target_crossing,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
target_crossing,mission_completion_time_s,0,,,,,,
target_crossing,avg_response_time_s,20,0.0013,0.0,0.004,0.0018,-0.0005,0.0031
target_crossing,formation_error_rmse,20,4.5551,4.6691,0.3091,0.1355,4.4196,4.6905
target_crossing,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
target_crossing,missed_response_count,20,0,0.0,0.0,0.0,0.0,0.0
target_crossing,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
target_crossing,wrong_decisions,20,0,0.0,0.0,0.0,0.0,0.0
target_crossing,swarm_stability,20,1.2329,1.3321,0.2795,0.1225,1.1104,1.3553
target_crossing,rmse_position_error,20,0.6232,0.6219,0.013,0.0057,0.6175,0.6289
target_crossing,velocity_rmse,20,0.5002,0.4995,0.013,0.0057,0.4945,0.5058
target_crossing,track_continuity,20,0.33,0.3303,0.0036,0.0016,0.3285,0.3316
target_crossing,track_fragmentation,20,0,0.0,0.0,0.0,0.0,0.0
target_crossing,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
target_crossing,missed_detections,20,1.1,1.0,0.9119,0.3997,0.7003,1.4997
target_crossing,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
target_crossing,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
target_crossing,track_confirmation_time_steps,20,2.075,2.0,0.2308,0.1012,1.9738,2.1762
target_crossing,track_loss_duration_steps,14,1,1.0,0.0,0.0,1.0,1.0
target_crossing,average_track_lifetime_steps,20,109.4625,110.125,1.565,0.6859,108.7766,110.1484
target_crossing,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
target_crossing,average_covariance,20,2.1668,2.1559,0.0228,0.01,2.1568,2.1768
target_crossing,messages_sent,20,1912.6,1917.0,12.7667,5.5953,1907.0047,1918.1953
target_crossing,messages_received,20,1470.75,1472.5,6.7814,2.9721,1467.7779,1473.7221
target_crossing,messages_dropped,20,441.85,444.5,6.2599,2.7435,439.1065,444.5935
target_crossing,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
target_crossing,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
target_crossing,communication_load,20,4.3291,4.3194,0.0338,0.0148,4.3142,4.3439
target_crossing,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
target_crossing,avg_recovery_time_steps,0,,,,,,
sudden_target_appearance,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
sudden_target_appearance,total_near_misses,20,117,71.5,115.1233,50.455,66.545,167.455
sudden_target_appearance,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
sudden_target_appearance,minimum_separation,0,,,,,,
sudden_target_appearance,mission_success,20,0.9,1.0,0.3078,0.1349,0.7651,1.0349
sudden_target_appearance,mission_completion_time_s,0,,,,,,
sudden_target_appearance,avg_response_time_s,20,0.0019,0.0,0.0085,0.0037,-0.0018,0.0056
sudden_target_appearance,formation_error_rmse,20,4.6515,4.2836,0.9452,0.4142,4.2372,5.0657
sudden_target_appearance,unnecessary_avoidance_count,20,372.1,368.0,23.2241,10.1784,361.9216,382.2784
sudden_target_appearance,missed_response_count,20,0,0.0,0.0,0.0,0.0,0.0
sudden_target_appearance,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
sudden_target_appearance,wrong_decisions,20,372.1,368.0,23.2241,10.1784,361.9216,382.2784
sudden_target_appearance,swarm_stability,20,1.2042,1.194,0.4812,0.2109,0.9934,1.4151
sudden_target_appearance,rmse_position_error,20,0.6287,0.6316,0.0167,0.0073,0.6214,0.636
sudden_target_appearance,velocity_rmse,20,0.1141,0.1134,0.004,0.0018,0.1123,0.1158
sudden_target_appearance,track_continuity,20,0.3162,0.3174,0.0134,0.0059,0.3104,0.3221
sudden_target_appearance,track_fragmentation,20,5.2,3.5,5.0742,2.2239,2.9761,7.4239
sudden_target_appearance,false_detections,20,569.3,559.0,32.4428,14.2187,555.0813,583.5187
sudden_target_appearance,missed_detections,20,1.85,2.0,0.9881,0.433,1.417,2.283
sudden_target_appearance,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
sudden_target_appearance,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
sudden_target_appearance,track_confirmation_time_steps,20,2.365,2.0,0.6341,0.2779,2.0871,2.6429
sudden_target_appearance,track_loss_duration_steps,19,1,1,0.0,0.0,1.0,1.0
sudden_target_appearance,average_track_lifetime_steps,20,92.2926,95.5,17.0777,7.4846,84.8079,99.7772
sudden_target_appearance,association_errors,20,79.45,80.0,5.8352,2.5574,76.8926,82.0074
sudden_target_appearance,average_covariance,20,2.1558,2.1424,0.1801,0.0789,2.0769,2.2347
sudden_target_appearance,messages_sent,20,2124.4,2108.0,85.3663,37.4134,2086.9866,2161.8134
sudden_target_appearance,messages_received,20,1632.45,1621.0,74.3197,32.572,1599.878,1665.022
sudden_target_appearance,messages_dropped,20,491.95,490.0,12.767,5.5954,486.3546,497.5454
sudden_target_appearance,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
sudden_target_appearance,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
sudden_target_appearance,communication_load,20,4.3173,4.3056,0.0899,0.0394,4.2779,4.3568
sudden_target_appearance,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
sudden_target_appearance,avg_recovery_time_steps,0,,,,,,
rapidly_moving_obstacle,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
rapidly_moving_obstacle,total_near_misses,20,56.35,50.5,21.6194,9.4751,46.8749,65.8251
rapidly_moving_obstacle,collision_risk_count,20,8.5,3.0,18.2339,7.9913,0.5087,16.4913
rapidly_moving_obstacle,minimum_separation,0,,,,,,
rapidly_moving_obstacle,mission_success,20,0.2,0.0,0.4104,0.1799,0.0201,0.3799
rapidly_moving_obstacle,mission_completion_time_s,0,,,,,,
rapidly_moving_obstacle,avg_response_time_s,20,2.1831,2.1935,0.1262,0.0553,2.1277,2.2384
rapidly_moving_obstacle,formation_error_rmse,20,4.5154,4.6185,0.7934,0.3477,4.1676,4.8631
rapidly_moving_obstacle,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
rapidly_moving_obstacle,missed_response_count,20,36.85,30.0,29.3388,12.8583,23.9917,49.7083
rapidly_moving_obstacle,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
rapidly_moving_obstacle,wrong_decisions,20,36.85,30.0,29.3388,12.8583,23.9917,49.7083
rapidly_moving_obstacle,swarm_stability,20,1.2534,1.2519,0.5785,0.2535,0.9999,1.507
rapidly_moving_obstacle,rmse_position_error,20,2.2036,2.2084,0.0913,0.04,2.1636,2.2436
rapidly_moving_obstacle,velocity_rmse,20,0.4678,0.4637,0.0185,0.0081,0.4597,0.4759
rapidly_moving_obstacle,track_continuity,20,0.2632,0.2622,0.0112,0.0049,0.2583,0.2681
rapidly_moving_obstacle,track_fragmentation,20,68.15,69.0,6.8,2.9802,65.1698,71.1302
rapidly_moving_obstacle,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
rapidly_moving_obstacle,missed_detections,20,220.2,219.0,13.7672,6.0338,214.1662,226.2338
rapidly_moving_obstacle,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
rapidly_moving_obstacle,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
rapidly_moving_obstacle,track_confirmation_time_steps,20,2.884,2.8366,0.2544,0.1115,2.7725,2.9955
rapidly_moving_obstacle,track_loss_duration_steps,20,3.7361,3.7049,0.3223,0.1413,3.5948,3.8774
rapidly_moving_obstacle,average_track_lifetime_steps,20,7.255,7.1994,0.4404,0.193,7.0619,7.448
rapidly_moving_obstacle,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
rapidly_moving_obstacle,average_covariance,20,21.7411,22.155,1.6669,0.7306,21.0105,22.4716
rapidly_moving_obstacle,messages_sent,20,1625.1,1638.0,75.4676,33.0751,1592.0249,1658.1751
rapidly_moving_obstacle,messages_received,20,1057.35,1069.5,68.5905,30.0611,1027.2889,1087.4111
rapidly_moving_obstacle,messages_dropped,20,567.75,575.5,42.13,18.4643,549.2857,586.2143
rapidly_moving_obstacle,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
rapidly_moving_obstacle,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
rapidly_moving_obstacle,communication_load,20,4.0442,4.0492,0.0827,0.0363,4.0079,4.0804
rapidly_moving_obstacle,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
rapidly_moving_obstacle,avg_recovery_time_steps,0,,,,,,
overconfident_faulty_sensor,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
overconfident_faulty_sensor,total_near_misses,20,45.95,45.5,10.5605,4.6283,41.3217,50.5783
overconfident_faulty_sensor,collision_risk_count,20,3.05,2.5,3.1535,1.3821,1.6679,4.4321
overconfident_faulty_sensor,minimum_separation,0,,,,,,
overconfident_faulty_sensor,mission_success,20,0.3,0.0,0.4702,0.2061,0.0939,0.5061
overconfident_faulty_sensor,mission_completion_time_s,0,,,,,,
overconfident_faulty_sensor,avg_response_time_s,20,1.3634,1.363,0.1128,0.0494,1.3139,1.4128
overconfident_faulty_sensor,formation_error_rmse,20,4.3915,4.5185,0.7103,0.3113,4.0802,4.7028
overconfident_faulty_sensor,unnecessary_avoidance_count,20,61.7,64.0,7.1972,3.1543,58.5457,64.8543
overconfident_faulty_sensor,missed_response_count,20,27.35,24.5,14.5901,6.3944,20.9556,33.7444
overconfident_faulty_sensor,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
overconfident_faulty_sensor,wrong_decisions,20,89.05,83.5,16.1195,7.0647,81.9853,96.1147
overconfident_faulty_sensor,swarm_stability,20,1.1441,1.1636,0.4166,0.1826,0.9615,1.3267
overconfident_faulty_sensor,rmse_position_error,20,0.6108,0.6111,0.0202,0.0089,0.602,0.6197
overconfident_faulty_sensor,velocity_rmse,20,0.116,0.1178,0.0044,0.0019,0.114,0.1179
overconfident_faulty_sensor,track_continuity,20,0.2876,0.2915,0.0121,0.0053,0.2823,0.2928
overconfident_faulty_sensor,track_fragmentation,20,20.4,19.5,3.4397,1.5075,18.8925,21.9075
overconfident_faulty_sensor,false_detections,20,95.85,96.0,11.0133,4.8268,91.0232,100.6768
overconfident_faulty_sensor,missed_detections,20,196.15,194.5,13.8954,6.0899,190.0601,202.2399
overconfident_faulty_sensor,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
overconfident_faulty_sensor,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
overconfident_faulty_sensor,track_confirmation_time_steps,20,3.4535,3.5408,0.5712,0.2503,3.2032,3.7038
overconfident_faulty_sensor,track_loss_duration_steps,20,2.4153,2.35,0.2519,0.1104,2.3049,2.5257
overconfident_faulty_sensor,average_track_lifetime_steps,20,16.7059,17.3008,2.6838,1.1762,15.5297,17.8821
overconfident_faulty_sensor,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
overconfident_faulty_sensor,average_covariance,20,11.2399,10.8026,2.1491,0.9419,10.298,12.1818
overconfident_faulty_sensor,messages_sent,20,1767.8,1757.0,82.0806,35.9734,1731.8266,1803.7734
overconfident_faulty_sensor,messages_received,20,1342.95,1337.0,70.0372,30.6952,1312.2548,1373.6452
overconfident_faulty_sensor,messages_dropped,20,424.85,426.5,13.7698,6.0349,418.8151,430.8849
overconfident_faulty_sensor,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
overconfident_faulty_sensor,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
overconfident_faulty_sensor,communication_load,20,4.1727,4.1821,0.0979,0.0429,4.1298,4.2156
overconfident_faulty_sensor,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
overconfident_faulty_sensor,avg_recovery_time_steps,0,,,,,,
wrong_trust_assignment,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
wrong_trust_assignment,total_near_misses,20,54.95,56.0,16.2172,7.1075,47.8425,62.0575
wrong_trust_assignment,collision_risk_count,20,5.8,5.0,3.8607,1.692,4.108,7.492
wrong_trust_assignment,minimum_separation,0,,,,,,
wrong_trust_assignment,mission_success,20,0.1,0.0,0.3078,0.1349,-0.0349,0.2349
wrong_trust_assignment,mission_completion_time_s,0,,,,,,
wrong_trust_assignment,avg_response_time_s,20,2.2407,2.1875,0.1787,0.0783,2.1623,2.319
wrong_trust_assignment,formation_error_rmse,20,4.4744,4.0133,1.0403,0.4559,4.0184,4.9303
wrong_trust_assignment,unnecessary_avoidance_count,20,40.95,42.5,6.7393,2.9536,37.9964,43.9036
wrong_trust_assignment,missed_response_count,20,37.55,39.0,17.3553,7.6063,29.9437,45.1563
wrong_trust_assignment,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
wrong_trust_assignment,wrong_decisions,20,78.5,77.0,17.9135,7.851,70.649,86.351
wrong_trust_assignment,swarm_stability,20,1.1981,0.8844,0.6942,0.3043,0.8939,1.5024
wrong_trust_assignment,rmse_position_error,20,0.5795,0.5838,0.0286,0.0125,0.567,0.592
wrong_trust_assignment,velocity_rmse,20,0.1127,0.112,0.0046,0.002,0.1107,0.1148
wrong_trust_assignment,track_continuity,20,0.2577,0.2581,0.0087,0.0038,0.2539,0.2615
wrong_trust_assignment,track_fragmentation,20,28.6,28.0,3.455,1.5142,27.0858,30.1142
wrong_trust_assignment,false_detections,20,64.65,65.0,7.6384,3.3477,61.3023,67.9977
wrong_trust_assignment,missed_detections,20,248.9,249.5,15.4201,6.7581,242.1419,255.6581
wrong_trust_assignment,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
wrong_trust_assignment,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
wrong_trust_assignment,track_confirmation_time_steps,20,3.299,3.3329,0.534,0.234,3.065,3.5331
wrong_trust_assignment,track_loss_duration_steps,20,3.4636,3.4797,0.3171,0.139,3.3246,3.6026
wrong_trust_assignment,average_track_lifetime_steps,20,11.2555,11.4375,1.3098,0.5741,10.6815,11.8296
wrong_trust_assignment,association_errors,20,0.75,1.0,0.8507,0.3728,0.3772,1.1228
wrong_trust_assignment,average_covariance,20,16.7435,16.392,2.2961,1.0063,15.7372,17.7498
wrong_trust_assignment,messages_sent,20,1574.2,1584.0,53.0854,23.2657,1550.9343,1597.4657
wrong_trust_assignment,messages_received,20,1178.65,1186.0,46.1705,20.2351,1158.4149,1198.8851
wrong_trust_assignment,messages_dropped,20,395.55,396.5,8.9294,3.9135,391.6365,399.4635
wrong_trust_assignment,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
wrong_trust_assignment,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
wrong_trust_assignment,communication_load,20,3.9813,3.9902,0.0797,0.0349,3.9464,4.0163
wrong_trust_assignment,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
wrong_trust_assignment,avg_recovery_time_steps,0,,,,,,
correctly_calibrated_radar,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
correctly_calibrated_radar,total_near_misses,20,55,53.0,8.2908,3.6336,51.3664,58.6336
correctly_calibrated_radar,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
correctly_calibrated_radar,minimum_separation,0,,,,,,
correctly_calibrated_radar,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
correctly_calibrated_radar,mission_completion_time_s,0,,,,,,
correctly_calibrated_radar,avg_response_time_s,20,0.0314,0.025,0.023,0.0101,0.0213,0.0414
correctly_calibrated_radar,formation_error_rmse,20,4.5858,4.7093,0.3256,0.1427,4.4431,4.7285
correctly_calibrated_radar,unnecessary_avoidance_count,20,7.7,8.0,3.4808,1.5255,6.1745,9.2255
correctly_calibrated_radar,missed_response_count,20,7.75,8.5,3.0586,1.3405,6.4095,9.0905
correctly_calibrated_radar,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
correctly_calibrated_radar,wrong_decisions,20,15.45,16.5,4.4186,1.9365,13.5135,17.3865
correctly_calibrated_radar,swarm_stability,20,1.2832,1.4119,0.2861,0.1254,1.1578,1.4086
correctly_calibrated_radar,rmse_position_error,20,0.6656,0.659,0.0226,0.0099,0.6557,0.6755
correctly_calibrated_radar,velocity_rmse,20,0.115,0.1149,0.0033,0.0014,0.1135,0.1164
correctly_calibrated_radar,track_continuity,20,0.3294,0.329,0.0025,0.0011,0.3283,0.3306
correctly_calibrated_radar,track_fragmentation,20,1.15,1.0,1.0894,0.4775,0.6725,1.6275
correctly_calibrated_radar,false_detections,20,11.5,12.0,3.9934,1.7502,9.7498,13.2502
correctly_calibrated_radar,missed_detections,20,66.25,66.5,7.4684,3.2732,62.9768,69.5232
correctly_calibrated_radar,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
correctly_calibrated_radar,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
correctly_calibrated_radar,track_confirmation_time_steps,20,3.1282,3.0,0.9163,0.4016,2.7266,3.5298
correctly_calibrated_radar,track_loss_duration_steps,20,1.1799,1.1837,0.0661,0.029,1.151,1.2089
correctly_calibrated_radar,average_track_lifetime_steps,20,88.8171,87.5,16.1351,7.0715,81.7455,95.8886
correctly_calibrated_radar,association_errors,20,3.85,4.0,2.0844,0.9135,2.9365,4.7635
correctly_calibrated_radar,average_covariance,20,2.7261,2.6663,0.3588,0.1573,2.5689,2.8834
correctly_calibrated_radar,messages_sent,20,1911.9,1912.0,10.8283,4.7457,1907.1543,1916.6457
correctly_calibrated_radar,messages_received,20,1469.05,1469.5,7.6604,3.3573,1465.6927,1472.4073
correctly_calibrated_radar,messages_dropped,20,442.85,444.0,4.6935,2.057,440.793,444.907
correctly_calibrated_radar,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
correctly_calibrated_radar,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
correctly_calibrated_radar,communication_load,20,4.3175,4.3144,0.0305,0.0134,4.3042,4.3309
correctly_calibrated_radar,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
correctly_calibrated_radar,avg_recovery_time_steps,0,,,,,,
mildly_overconfident_radar,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
mildly_overconfident_radar,total_near_misses,20,52.5,52.0,6.0219,2.6392,49.8608,55.1392
mildly_overconfident_radar,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
mildly_overconfident_radar,minimum_separation,0,,,,,,
mildly_overconfident_radar,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
mildly_overconfident_radar,mission_completion_time_s,0,,,,,,
mildly_overconfident_radar,avg_response_time_s,20,0.0314,0.025,0.023,0.0101,0.0213,0.0414
mildly_overconfident_radar,formation_error_rmse,20,4.5879,4.7082,0.3233,0.1417,4.4462,4.7296
mildly_overconfident_radar,unnecessary_avoidance_count,20,7.6,8.0,3.2991,1.4459,6.1541,9.0459
mildly_overconfident_radar,missed_response_count,20,7.45,8.0,2.2589,0.99,6.46,8.44
mildly_overconfident_radar,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
mildly_overconfident_radar,wrong_decisions,20,15.05,15.0,4.3586,1.9102,13.1398,16.9602
mildly_overconfident_radar,swarm_stability,20,1.2855,1.4085,0.2823,0.1237,1.1618,1.4092
mildly_overconfident_radar,rmse_position_error,20,0.6664,0.6605,0.0222,0.0097,0.6566,0.6761
mildly_overconfident_radar,velocity_rmse,20,0.115,0.1149,0.0033,0.0015,0.1136,0.1165
mildly_overconfident_radar,track_continuity,20,0.3297,0.3299,0.0024,0.001,0.3286,0.3307
